SIP Code,Project,Contract No,Contractor,Line of Business,Contract Period Start,Contract Period End, Total Budget ,Service Site,Service Site Description 
A1A,Housing Stability Services,DA16-1066,Compass Housing Alliance,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$312347.00,"77 S Washington St, Seattle, WA 98104",Various sites (primary site provided)
A2F,Hygiene Services,DA16-1084,Compass Housing Alliance,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$214348.00,"77 S Washington St, Seattle, WA 98104",Service Site
A2A,Emergency Shelters,DA16-1153,Compass Housing Alliance,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$368292.00,"77 S Washington St, Seattle, WA 98104",Confidential Site (primary site provided if available)
A2B,Transitional Housing,DA15-1364,Compass Housing Alliance,CSD Emergency and Transitional Svcs,02/01/2015,01/31/2016,$54182.98,"77 S Washington St, Seattle, WA 98104",Various sites (primary site provided)
A2B,Transitional Housing,DA15-1365,Compass Housing Alliance,CSD Emergency and Transitional Svcs,06/01/2015,05/31/2016,$79450.00,"77 S Washington St, Seattle, WA 98104",Various sites (primary site provided)
A2B,Transitional Housing,DA15-1658,Compass Housing Alliance,CSD Emergency and Transitional Svcs,09/01/2015,08/31/2016,$55915.00,"77 S Washington St, Seattle, WA 98104",Various sites (primary site provided)
A2B,Transitional Housing,DA15-1669,Compass Housing Alliance,CSD Emergency and Transitional Svcs,09/01/2015,08/31/2016,$113626.00,"77 S Washington St, Seattle, WA 98104",Various sites (primary site provided)
A2A,Emergency Shelters,DA16-1036,Compass Housing Alliance,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$496524.00,"77 S Washington St, Seattle, WA 98104",Confidential Site (primary site provided if available)
A2G,Homeless Youth Services,DA16-1050,Compass Housing Alliance,YDAD Youth Development,01/01/2016,12/31/2016,$8563.00,"77 S Washington St, Seattle, WA 98104",Various sites (primary site provided)
A1A,Housing Stability Services,DA16-1385,Compass Housing Alliance,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$146216.00,"77 S Washington St, Seattle, WA 98104",Various sites (primary site provided)
A2B,Transitional Housing,DA16-1707,Compass Housing Alliance,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$116405.00,"77 S Washington St, Seattle, WA 98104",Various sites (primary site provided)
A2E,Day Centers,DA16-1742,Compass Housing Alliance,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$677255.00,"77 S Washington St, Seattle, WA 98104",Service Site
A2B,Transitional Housing,DA16-3729,Compass Housing Alliance,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$90302.00,"77 S Washington St, Seattle, WA 98104",Confidential Site (primary site provided if available)
D5A,Home Care and In Home Services,DA16-1236,Full Life Care,ADS Area Agency on Aging,07/01/2016,06/30/2017,$101847.98,"800 Jefferson St # 620, Seattle, WA 98104",Various sites (primary site provided)
D5A,Home Care and In Home Services,DA16-1498,Full Life Care,ADS Self-Sufficiency,01/01/2016,12/31/2016,$24515.00,"800 Jefferson St # 620, Seattle, WA 98104",Various sites (primary site provided)
D5A,Home Care and In Home Services,DA15-1236,Full Life Care,ADS Area Agency on Aging,07/01/2015,06/30/2016,$89494.00,"800 Jefferson St # 620, Seattle, WA 98104",Various sites (primary site provided)
D5F,Family Caregiver Programs,DA15-4007,Full Life Care,ADS Area Agency on Aging,07/01/2015,06/30/2016,$20000.00,"800 Jefferson St # 620, Seattle, WA 98104",Various sites (primary site provided)
D5D,Adult Day Care/Day Health,DA16-3421,Full Life Care,ADS Area Agency on Aging,01/01/2016,12/31/2016,$144128.15,"800 Jefferson St # 620, Seattle, WA 98104",Various sites (primary site provided)
D5F,Family Caregiver Programs,DA16-4007,Full Life Care,ADS Area Agency on Aging,07/01/2016,06/30/2017,$32658.12,"800 Jefferson St # 620, Seattle, WA 98104",Various sites (primary site provided)
A2C,Permanent Supportive Housing,DA15-1366,Archdiocesan Housing Authority,CSD Emergency and Transitional Svcs,11/01/2015,10/31/2016,$26743.00,"801 9th Ave, Seattle, WA 98104",Service Site
A2C,Permanent Supportive Housing,DA15-1715,Archdiocesan Housing Authority,CSD Emergency and Transitional Svcs,04/01/2015,03/31/2016,$290798.00,"801 9th Ave, Seattle, WA 98104",Service Site
A2C,Permanent Supportive Housing,DA16-1366,Archdiocesan Housing Authority,CSD Emergency and Transitional Svcs,11/01/2016,10/31/2017,$26743.00,"801 9th Ave, Seattle, WA 98104",Service Site
A2C,Permanent Supportive Housing,DA16-1715,Archdiocesan Housing Authority,CSD Emergency and Transitional Svcs,04/01/2016,03/31/2017,$309758.00,"801 9th Ave, Seattle, WA 98104",Service Site
D5F,Family Caregiver Programs,DA16-1263,Seattle Chinatown International District Preservation and Development Authority,ADS Area Agency on Aging,07/01/2016,06/30/2017,$7500.00,"803 S Lane St, Seattle, WA 98104",Various sites (primary site provided)
A3B,Senior Congregate Meal Programs,DA16-1568,Seattle Chinatown International District Preservation and Development Authority,ADS Area Agency on Aging,01/01/2016,12/31/2016,$151275.23,"803 S Lane St, Seattle, WA 98104",Service Site
D5F,Family Caregiver Programs,DA15-1263,Seattle Chinatown International District Preservation and Development Authority,ADS Area Agency on Aging,07/01/2015,06/30/2016,$7500.00,"803 S Lane St, Seattle, WA 98104",Various sites (primary site provided)
E2A,Access to Services,DA16-1492,Public Defender Association,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$980000.00,"810 3 Ave, Seattle, WA 98104",Various sites (primary site provided)
NA3F,Food Distribution,DA16-1068,Food Lifeline,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$916516.00,"815 S 96th St, Seattle, WA 98108",Various sites (primary site provided)
E3A,Community Facilities,DL16-1502,Food Lifeline,CSD Community Facilities,05/01/2016,02/28/2017,$250000.00,"815 S 96th St, Seattle, WA 98108",Primary site
D5A,Home Care and In Home Services,DA15-5139,Kin On Community Health Care,ADS Area Agency on Aging,07/01/2015,06/30/2016,$31296.04,"815 S Weller St, Seattle, WA 98104",Various sites (primary site provided)
D5F,Family Caregiver Programs,DA15-5139,Kin On Community Health Care,ADS Area Agency on Aging,07/01/2015,06/30/2016,$179929.96,"815 S Weller St, Seattle, WA 98104",Various sites (primary site provided)
ND5F,Family Caregiver Support Program,DA15-7318,Kin On Community Health Care,ADS Area Agency on Aging,07/01/2015,06/30/2016,$109093.96,"815 S Weller St, Seattle, WA 98104",Various sites (primary site provided)
D5F,Family Caregiver Programs,DA16-5139,Kin On Community Health Care,ADS Area Agency on Aging,07/01/2016,06/30/2017,$167826.06,"815 S Weller St, Seattle, WA 98104",Various sites (primary site provided)
D5A,Home Care and In Home Services,DA16-5139,Kin On Community Health Care,ADS Area Agency on Aging,07/01/2016,06/30/2017,$20341.94,"815 S Weller St, Seattle, WA 98104",Various sites (primary site provided)
ND5F,Family Caregiver Support Program,DA16-7318,Kin On Community Health Care,ADS Area Agency on Aging,07/01/2016,06/30/2017,$109094.00,"815 S Weller St, Seattle, WA 98104",Various sites (primary site provided)
A3D,Child Care Nutrition,DA16-1545,Shunpike,ELFS Child Development,01/01/2016,09/29/2016,$14080.00,"815 Seattle Boulevard S Suite 215, Seattle, WA 98134",Various sites (primary site provided)
ND4B,Senior Centers,DA16-1140,South Park Senior Citizens,ADS Area Agency on Aging,01/01/2016,12/31/2016,$123546.00,"8201 10th Ave S, Seattle, WA 98108",Service Site
B3A,Youth Development and Educational Support,DA16-1469,South Park Area Redevelopment Committee,YDAD Youth Development,01/01/2016,12/31/2016,$100800.00,"8201 10th Ave S, Seattle, WA 98108",Various sites (primary site provided)
D1B,Asthma & Environmental Health,DA16-1571,American Lung Association of the Mountain Pacific,Public Health,01/01/2016,12/31/2016,$138207.00,"822 John St, Seattle, WA 98109",Service Site
B3A,Youth Development and Educational Support,DA16-1314,Associated Recreation Council,YDAD Youth Development,01/01/2016,12/31/2016,$53525.00,"8319 8th Ave S, Seattle, WA 98108",Service Site
A3B,Senior Congregate Meal Programs,DA16-1103,Pike Market Senior Center,ADS Area Agency on Aging,01/01/2016,12/31/2016,$148183.00,"85 Pike St #200, Seattle, WA 98101",Service Site
A1A,Housing Stability Services,DA16-1390,Pike Market Senior Center,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$67664.00,"85 Pike St #200, Seattle, WA 98101",Various sites (primary site provided)
ND4B,Senior Centers,DA16-1743,Pike Market Senior Center,ADS Area Agency on Aging,01/01/2016,12/31/2016,$173927.00,"85 Pike St #200, Seattle, WA 98101",Service Site
ND5C,Community Living Connections for Seniors and People with Disabilities,DA16-1743,Pike Market Senior Center,ADS Area Agency on Aging,01/01/2016,12/31/2016,$25113.00,"85 Pike St #200, Seattle, WA 98101",Various sites (primary site provided)
NA3F,Food Distribution,DA16-1037,Emergency Feeding Program of Seattle and King County,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$77604.00,"851 Houser Way N , Renton, WA 98057",Various sites (primary site provided)
B3A,Youth Development and Educational Support,DA16-1016,Urban League of Metropolitan Seattle,YDAD Youth Development,01/01/2016,12/31/2016,$70117.50,"8601 Rainier Ave S, Seattle, WA 98118",Service Site
C1A,Youth Outreach and Case Management,DA16-1406,Consejo Counseling and Referral Service,YDAD Youth Development,01/01/2016,12/31/2016,$128113.00,"8615 14th Ave S, Seattle, WA 98108",Service Site
B1A,Family Resource Center,DA16-1239,Abused Deaf Women's Advocacy Services,ELFS Family Development,01/01/2016,12/31/2016,$12181.00,"8623 Roosevelt Way NE, Seattle, WA 98115",Service Site
C3A,Domestic Violence Shelters & Housing,DA16-1810,Abused Deaf Women's Advocacy Services,MODVSAP,01/01/2016,12/31/2016,$21477.00,"8623 Roosevelt Way NE, Seattle, WA 98115",Confidential Site (primary site provided if available)
NC3C,Sexual Assault Victim Services,DA16-3282,Abused Deaf Women's Advocacy Services,MODVSAP,01/01/2016,12/31/2016,$25465.00,"8623 Roosevelt Way NE, Seattle, WA 98115",Service Site
C3B,Domestic Violence Victims Services,DA16-3749,Abused Deaf Women's Advocacy Services,MODVSAP,01/01/2016,12/31/2016,$43502.00,"8623 Roosevelt Way NE, Seattle, WA 98115",Various sites (primary site provided)
A3B,Senior Congregate Meal Programs,DA16-1696,Multicultural Self-Sufficiency Movement,ADS Area Agency on Aging,01/01/2016,12/31/2016,$53622.00,"876 S 333rd St, Federal Way , WA 98003",Service Site
A2D,Resources for Housing,DA16-1585,Seattle University,CSD System and Resource Devt,02/01/2016,12/31/2016,$20000.00,"901 12th Ave, Seattle, WA 98122",Primary site
A3B,Senior Congregate Meal Programs,DA16-2443,United Indians Of All Tribes Foundation,ADS Area Agency on Aging,01/01/2016,12/31/2016,$41718.89,"9010 13th Ave NW, Seattle, WA 98117",Service Site
A2G,Homeless Youth Services,DA16-6139,United Indians Of All Tribes Foundation,YDAD Youth Development,01/01/2016,12/31/2016,$117573.00,"9010 13th Ave NW, Seattle, WA 98117",Various sites (primary site provided)
D2B,Mental Health,DA15-1590,Kelley-Ross & Associates,ADS Area Agency on Aging,10/01/2015,06/30/2018,$46880.00,"904 7th Ave, Seattle, WA 98104",Primary site
NA3G,Home Food Delivery,DA16-1380,Volunteers of America Western Washington,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$6850.00,"9041 Greenwood Ave N, Seattle, WA 98103",Various sites (primary site provided)
A1A,Housing Stability Services,DA16-1092,YMCA of Greater Seattle,HSI-Contracts,01/01/2016,06/30/2016,$174210.00,"909 4th Ave, Seattle, WA 98104",Various sites (primary site provided)
C1I,SYVPI Street Outreach Services,DA16-1177,YMCA of Greater Seattle,YDAD Youth Development,01/01/2016,12/31/2016,$442362.00,"909 4th Ave, Seattle, WA 98104",Various sites (primary site provided)
C1H,SYVPI Recreation Services,DA16-1185,YMCA of Greater Seattle,YDAD Youth Development,01/01/2016,12/31/2016,$151200.00,"909 4th Ave, Seattle, WA 98104",Various sites (primary site provided)
A2G,Homeless Youth Services,DA16-1483,YMCA of Greater Seattle,HSI-Contracts,01/01/2016,06/30/2016,$39646.00,"909 4th Ave, Seattle, WA 98104",Various sites (primary site provided)
A1A,Housing Stability Services,DA16-1645,YMCA of Greater Seattle,HSI-Contracts,08/01/2016,07/31/2017,$1058732.00,"909 4th Ave, Seattle, WA 98104",Various sites (primary site provided)
A2G,Homeless Youth Services,DA16-2190,YMCA of Greater Seattle,HSI-Contracts,01/01/2016,06/30/2016,$195833.00,"909 4th Ave, Seattle, WA 98104",Various sites (primary site provided)
B3B,Youth Employment and Training,DA15-1791,YMCA of Greater Seattle,YDAD Youth Development,07/01/2015,06/30/2016,$26213.00,"909 4th Ave, Seattle, WA 98104",Various sites (primary site provided)
NA2A,Homeless Services for Individuals and Families,DA16-1507,YMCA of Greater Seattle,CSD Emergency and Transitional Svcs,07/01/2016,12/31/2017,$519355.06,"909 4th Ave, Seattle, WA 98104",Various sites (primary site provided)
NB3C,Homeless Youth Services,DA16-1507,YMCA of Greater Seattle,CSD Emergency and Transitional Svcs,07/01/2016,12/31/2017,$160922.94,"909 4th Ave, Seattle, WA 98104",Various sites (primary site provided)
B3B,Youth Employment and Training,DA16-1728,YMCA of Greater Seattle,YDAD Youth Development,01/01/2016,12/31/2016,$91818.00,"909 4th Ave, Seattle, WA 98104",Various sites (primary site provided)
NA3E,Food Banks,DA16-1526,Asian Counseling & Referral Service,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$121831.00,"919 S King St, Seattle, WA 98104",Service Site
E3C,Administrative Operations,DA16-1629,Generations with Pride,ADS Area Agency on Aging,04/01/2016,12/31/2016,$73488.55,"922 16th Ave E, Seattle, WA 98122",Primary site
B3A,Youth Development and Educational Support,DA16-1313,Sea Mar Community Health Center,YDAD Youth Development,01/01/2016,12/31/2016,$22451.00,"9635 Des Moines Memorial Dr S, Seattle, WA 98108",Service Site
E2C,Human Services Information & Referral,DA16-1174,Crisis Clinic,YDAD Youth Development,01/01/2016,12/31/2016,$35893.00,"9725 3rd Ave NE,  Suite 300, Seattle, WA 98115",Various sites (primary site provided)
ND5C,Community Living Connections for Seniors and People with Disabilities,DA16-1552,Crisis Clinic,ADS Area Agency on Aging,07/01/2016,06/30/2017,$194255.06,"9725 3rd Ave NE,  Suite 300, Seattle, WA 98115",Various sites (primary site provided)
E2C,Human Services Information & Referral,DA16-1566,Crisis Clinic,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$275586.00,"9725 3rd Ave NE,  Suite 300, Seattle, WA 98115",Various sites (primary site provided)
ND5C,Community Living Connections for Seniors and People with Disabilities,DA15-1552,Crisis Clinic,ADS Area Agency on Aging,07/01/2015,06/30/2016,$155121.92,"9725 3rd Ave NE,  Suite 300, Seattle, WA 98115",Various sites (primary site provided)
B3B,Youth Employment and Training,DA16-1120,Boys & Girls Clubs of King County,YDAD Youth Development,06/01/2016,08/31/2016,$13066.00,"9800 8th Ave SW, Seattle, WA 98106",Service Site
C1H,SYVPI Recreation Services,DA16-1187,Boys & Girls Clubs of King County,YDAD Youth Development,01/01/2016,12/31/2016,$151200.00,"9800 8th Ave SW, Seattle, WA 98106",Service Site
C1A,Youth Outreach and Case Management,DA16-1465,Boys & Girls Clubs of King County,YDAD Youth Development,01/01/2016,12/31/2016,$34264.00,"9800 8th Ave SW, Seattle, WA 98106",Various sites (primary site provided)
A2B,Transitional Housing,DA16-1108,Compass Housing Alliance,CSD Emergency and Transitional Svcs,07/01/2016,06/30/2017,$78107.00,NA ,Confidential Site (primary site provided if available)
A2A,Emergency Shelters,DA16-1446,Archdiocesan Housing Authority,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$531989.00,NA ,Confidential Site (primary site provided if available)
C3B,Domestic Violence Victims Services,DA16-1502,API Chaya,MODVSAP,01/01/2016,12/31/2016,$49701.00,NA ,Confidential Site (primary site provided if available)
C2A,DV & SA Response System Improvement,DA16-1506,API Chaya,MODVSAP,01/01/2016,12/31/2016,$2500.00,NA ,Confidential Site (primary site provided if available)
A2B,Transitional Housing,DA16-2213,Compass Housing Alliance,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$157535.00,NA ,Confidential Site (primary site provided if available)
E3C,Administrative Operations,DC16-1650,Kathy Coronetz Consulting,ADS Area Agency on Aging,07/29/2016,10/31/2017,$70875.00,NA ,Primary site
A2B,Transitional Housing,DA15-1108,Compass Housing Alliance,CSD Emergency and Transitional Svcs,07/01/2015,06/30/2016,$78107.00,NA ,Confidential Site (primary site provided if available)
A2B,Transitional Housing,DA16-3256,Compass Housing Alliance,CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$465664.00,NA ,Confidential Site (primary site provided if available)
Z1B,"Planning, Policy and Program Development",DC15-1564,Barbara Poppe & Associates,CSD System and Resource Devt,08/01/2015,12/31/2016,$102000.00,NA ,Primary site
C1D,Youth Domestic & Sexual Violence Prevention,DC16-1127,Vail Consulting,MODVSAP,10/01/2016,08/31/2017,$15000.00,NA ,Primary site
C1K,SYVPI Data System Administration Services,DC16-1182,Vincent P Taylor,YDAD Youth Development,01/01/2016,12/31/2016,$80100.53,NA ,Primary site
Z1A,General Administration,DC16-1282,Jive Consulting Company,LAD Leadership & Administration,11/01/2016,04/30/2017,$34500.00,NA ,Primary site
Z1B,"Planning, Policy and Program Development",DC16-1544,M Pamela Piering,ADS Area Agency on Aging,11/01/2016,06/30/2017,$7000.00,NA ,Primary site
Z1A,General Administration,DC16-1572,Dziedzic Public Affairs,LAD Leadership & Administration,11/01/2016,12/31/2016,$10000.00,NA ,Primary site
A1A,Housing Stability Services,DC16-1628,Matthew A White,CSD Emergency and Transitional Svcs,04/01/2016,09/30/2016,$6600.00,NA ,Primary site
Z1B,"Planning, Policy and Program Development",DC16-1631,M Pamela Piering,ADS Area Agency on Aging,04/01/2016,06/30/2016,$875.00,NA ,Primary site
E3C,Administrative Operations,DC16-1638,Leslie Ruth Briner,YDAD Youth Development,05/01/2016,09/30/2017,$17600.00,NA ,Primary site
E3C,Administrative Operations,DC16-1639,Briana Herman Brand,YDAD Youth Development,05/01/2016,09/30/2017,$30450.00,NA ,Primary site
E3C,Administrative Operations,DC16-1640,Charhys Bailey Sole Corp,YDAD Youth Development,05/01/2016,12/31/2016,$5900.00,NA ,Primary site
Z1A,General Administration,DC16-1642,"Alice Shobe Consulting, Inc.",LAD Leadership & Administration,06/01/2016,03/21/2017,$28412.09,NA ,Primary site
Z1A,General Administration,DC16-1644,"The Point, LLC",LAD Leadership & Administration,06/01/2016,12/31/2017,$60002.00,NA ,Primary site
NA3A,Meal Programs,DA16-1463,"Operation Sack Lunch, Inc.",CSD Emergency and Transitional Svcs,01/01/2016,12/31/2016,$142683.00,"NW parking area under I-5/6th Av & Columbia St, Seattle, WA ",Service Site
D5A,Home Care and In Home Services,DA15-1744,"Community Support Solutions, Inc.",ADS Area Agency on Aging,07/01/2015,06/30/2016,$41304.00,"PO Box 1237, Edmonds, WA 98020",Various sites (primary site provided)
D5A,Home Care and In Home Services,DA16-1744,"Community Support Solutions, Inc.",ADS Area Agency on Aging,07/01/2016,06/30/2017,$42904.00,"PO Box 1237, Edmonds, WA 98020",Various sites (primary site provided)
B3D,LGBTQ Youth,DA16-1089,The Northwest Network,YDAD Youth Development,01/01/2016,12/31/2016,$52191.00,"PO Box 18436, Seattle, WA 98118",Primary site
E3C,Administrative Operations,DA16-1578,The Northwest Network,ELFS Child Development,01/01/2016,12/31/2016,$40000.00,"PO Box 18436, Seattle, WA 98118",Primary site
E3C,Administrative Operations,DA16-1680,The Northwest Network,Public Health,01/01/2016,12/31/2016,$55352.00,"PO Box 18436, Seattle, WA 98118",Primary site
C3B,Domestic Violence Victims Services,DA16-3773,The Northwest Network,MODVSAP,01/01/2016,12/31/2016,$88646.00,"PO Box 18436, Seattle, WA 98118",Primary site
A2G,Homeless Youth Services,DA16-7008,Youth and Outreach Services,YDAD Youth Development,01/01/2016,12/31/2016,$147490.00,"PO BOX 1921 , Renton , WA 98057-1921",Confidential Site (primary site provided if available)
C3E,Batterers Treatment,DA16-1023,Organization for Prostitution Survivors,MODVSAP,01/01/2016,12/31/2016,$5745.00,"PO BOX 22635 , Seattle, WA 98122",Various sites (primary site provided)
NC3G,Commercial Sexual Exploitation Victim Services,DA16-1023,Organization for Prostitution Survivors,MODVSAP,01/01/2016,12/31/2016,$201600.00,"PO BOX 22635 , Seattle, WA 98122",Various sites (primary site provided)
A2A,Emergency Shelters,DA16-1524,Seattle Housing And Resource Effort,CSD Emergency and Transitional Svcs,01/01/2016,08/31/2016,$188121.56,"PO Box 2548, Seattle, WA 98111-2548",Various sites (primary site provided)
A2A,Emergency Shelters,DA16-1392,Seattle Housing And Resource Effort,CSD Emergency and Transitional Svcs,01/01/2016,08/31/2016,$115426.27,"PO Box 2548, Seattle, WA 98111-2548",Various sites (primary site provided)
C2A,DV & SA Response System Improvement,DA16-1496,LifeWire,MODVSAP,01/01/2016,12/31/2016,$2500.00,"PO BOX 6398 , Bellevue , WA 98008",Confidential Site (primary site provided if available)
C3A,Domestic Violence Shelters & Housing,DA15-5498,New Beginnings,DVO Domestic and Sexual Violence Prevention,04/01/2015,03/31/2016,$318291.00,"PO Box 75125, Seattle, WA 98125-0125",Confidential Site (primary site provided if available)
C3A,Domestic Violence Shelters & Housing,DA16-1018,New Beginnings,MODVSAP,01/01/2016,12/31/2016,$300362.00,"PO Box 75125, Seattle, WA 98125-0125",Confidential Site (primary site provided if available)
C3A,Domestic Violence Shelters & Housing,DA16-5498,New Beginnings,MODVSAP,04/01/2016,03/31/2017,$318291.00,"PO Box 75125, Seattle, WA 98125-0125",Confidential Site (primary site provided if available)
C3B,Domestic Violence Victims Services,DA16-7027,New Beginnings,MODVSAP,01/01/2016,12/31/2016,$402809.00,"PO Box 75125, Seattle, WA 98125-0125",Confidential Site (primary site provided if available)
